Ledger location: test-ledger
Log: test-ledger/validator.log
Initializing...
Waiting for fees to stabilize 1...
Connecting...
Identity: Gm1BqVrd5Fiia2sMZBdcchmm7mTEYs93UdzETtQxQV4S
Genesis Hash: C3uL9HAN384CJjSwQwhf59uq97EBWkrvH5JTg8znhsk2
Version: 2.0.21
Shred Version: 48666
Gossip Address: 127.0.0.1:1024
TPU Address: 127.0.0.1:1027
JSON RPC URL: http://127.0.0.1:8899
WebSocket PubSub URL: ws://127.0.0.1:8900
00:00:05 | Processed Slot: 10 | Confirmed Slot: 10 | Finalized Slot: 0 | Full Snapshot Slot: - | Incremental Snapshot Slot: - | Transactions: 9 | ◎499.999955000
01:04:41 | Processed Slot: 9540 | Confirmed Slot: 9540 | Finalized Slot: 9509 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9539 | ◎499.952305000
01:04:41 | Processed Slot: 9540 | Confirmed Slot: 9540 | Finalized Slot: 9509 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9539 | ◎499.952305000
01:04:41 | Processed Slot: 9541 | Confirmed Slot: 9541 | Finalized Slot: 9510 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9540 | ◎499.952300000
01:04:42 | Processed Slot: 9542 | Confirmed Slot: 9542 | Finalized Slot: 9511 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9541 | ◎499.952295000
01:04:42 | Processed Slot: 9542 | Confirmed Slot: 9542 | Finalized Slot: 9511 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9541 | ◎499.952295000
01:04:42 | Processed Slot: 9543 | Confirmed Slot: 9543 | Finalized Slot: 9512 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9542 | ◎499.952290000
01:04:42 | Processed Slot: 9543 | Confirmed Slot: 9543 | Finalized Slot: 9512 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9542 | ◎499.952290000
01:04:43 | Processed Slot: 9544 | Confirmed Slot: 9544 | Finalized Slot: 9513 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9543 | ◎499.952285000
01:04:43 | Processed Slot: 9545 | Confirmed Slot: 9545 | Finalized Slot: 9514 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9544 | ◎499.952280000
01:04:43 | Processed Slot: 9545 | Confirmed Slot: 9545 | Finalized Slot: 9514 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9544 | ◎499.952280000
01:04:44 | Processed Slot: 9546 | Confirmed Slot: 9546 | Finalized Slot: 9515 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9545 | ◎499.952275000
01:04:44 | Processed Slot: 9547 | Confirmed Slot: 9546 | Finalized Slot: 9516 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9546 | ◎499.952275000
01:04:44 | Processed Slot: 9547 | Confirmed Slot: 9547 | Finalized Slot: 9516 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9546 | ◎499.952270000
01:04:44 | Processed Slot: 9548 | Confirmed Slot: 9548 | Finalized Slot: 9517 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9547 | ◎499.952265000
01:04:45 | Processed Slot: 9548 | Confirmed Slot: 9548 | Finalized Slot: 9517 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9547 | ◎499.952265000
01:04:45 | Processed Slot: 9549 | Confirmed Slot: 9549 | Finalized Slot: 9518 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9548 | ◎499.952260000
01:04:45 | Processed Slot: 9550 | Confirmed Slot: 9550 | Finalized Slot: 9519 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9549 | ◎499.952255000
01:04:45 | Processed Slot: 9550 | Confirmed Slot: 9550 | Finalized Slot: 9519 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9549 | ◎499.952255000
01:04:46 | Processed Slot: 9551 | Confirmed Slot: 9551 | Finalized Slot: 9520 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9550 | ◎499.952250000
01:04:46 | Processed Slot: 9551 | Confirmed Slot: 9551 | Finalized Slot: 9520 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9550 | ◎499.952250000
01:04:46 | Processed Slot: 9552 | Confirmed Slot: 9552 | Finalized Slot: 9521 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9551 | ◎499.952245000
01:04:46 | Processed Slot: 9553 | Confirmed Slot: 9553 | Finalized Slot: 9522 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9552 | ◎499.952240000
01:04:47 | Processed Slot: 9553 | Confirmed Slot: 9553 | Finalized Slot: 9522 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9552 | ◎499.952240000
01:04:47 | Processed Slot: 9554 | Confirmed Slot: 9554 | Finalized Slot: 9523 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9553 | ◎499.952235000
01:04:47 | Processed Slot: 9555 | Confirmed Slot: 9555 | Finalized Slot: 9524 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9554 | ◎499.952230000
01:04:47 | Processed Slot: 9555 | Confirmed Slot: 9555 | Finalized Slot: 9524 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9554 | ◎499.952230000
01:04:48 | Processed Slot: 9556 | Confirmed Slot: 9556 | Finalized Slot: 9525 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9555 | ◎499.952225000
01:04:48 | Processed Slot: 9556 | Confirmed Slot: 9556 | Finalized Slot: 9525 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9555 | ◎499.952225000
01:04:48 | Processed Slot: 9557 | Confirmed Slot: 9557 | Finalized Slot: 9526 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9556 | ◎499.952220000
01:04:48 | Processed Slot: 9558 | Confirmed Slot: 9558 | Finalized Slot: 9527 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9557 | ◎499.952215000
01:04:49 | Processed Slot: 9558 | Confirmed Slot: 9558 | Finalized Slot: 9527 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9557 | ◎499.952215000
01:04:49 | Processed Slot: 9559 | Confirmed Slot: 9559 | Finalized Slot: 9528 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9558 | ◎499.952210000
01:04:49 | Processed Slot: 9560 | Confirmed Slot: 9559 | Finalized Slot: 9529 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9559 | ◎499.952210000
01:04:49 | Processed Slot: 9560 | Confirmed Slot: 9560 | Finalized Slot: 9529 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9559 | ◎499.952205000
01:04:50 | Processed Slot: 9561 | Confirmed Slot: 9561 | Finalized Slot: 9530 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9560 | ◎499.952200000
01:04:50 | Processed Slot: 9561 | Confirmed Slot: 9561 | Finalized Slot: 9530 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9560 | ◎499.952200000
01:04:50 | Processed Slot: 9562 | Confirmed Slot: 9562 | Finalized Slot: 9531 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9561 | ◎499.952195000
01:04:50 | Processed Slot: 9563 | Confirmed Slot: 9563 | Finalized Slot: 9532 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9562 | ◎499.952190000
01:04:51 | Processed Slot: 9563 | Confirmed Slot: 9563 | Finalized Slot: 9532 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9562 | ◎499.952190000
01:04:51 | Processed Slot: 9564 | Confirmed Slot: 9564 | Finalized Slot: 9533 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9563 | ◎499.952185000
01:04:51 | Processed Slot: 9564 | Confirmed Slot: 9564 | Finalized Slot: 9533 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9563 | ◎499.952185000
01:04:51 | Processed Slot: 9565 | Confirmed Slot: 9565 | Finalized Slot: 9534 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9564 | ◎499.952180000
01:04:52 | Processed Slot: 9566 | Confirmed Slot: 9566 | Finalized Slot: 9535 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9565 | ◎499.952175000
01:04:52 | Processed Slot: 9566 | Confirmed Slot: 9566 | Finalized Slot: 9535 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9565 | ◎499.952175000
01:04:52 | Processed Slot: 9567 | Confirmed Slot: 9567 | Finalized Slot: 9536 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9566 | ◎499.952170000
01:04:52 | Processed Slot: 9568 | Confirmed Slot: 9568 | Finalized Slot: 9537 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9567 | ◎499.952165000
01:04:53 | Processed Slot: 9568 | Confirmed Slot: 9568 | Finalized Slot: 9537 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9567 | ◎499.952165000
01:04:53 | Processed Slot: 9569 | Confirmed Slot: 9569 | Finalized Slot: 9538 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9568 | ◎499.952160000
01:04:53 | Processed Slot: 9569 | Confirmed Slot: 9569 | Finalized Slot: 9538 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9568 | ◎499.952160000
01:04:53 | Processed Slot: 9570 | Confirmed Slot: 9570 | Finalized Slot: 9539 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9569 | ◎499.952155000
01:04:54 | Processed Slot: 9571 | Confirmed Slot: 9571 | Finalized Slot: 9540 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9570 | ◎499.952150000
01:04:54 | Processed Slot: 9571 | Confirmed Slot: 9571 | Finalized Slot: 9540 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9570 | ◎499.952150000
01:04:54 | Processed Slot: 9572 | Confirmed Slot: 9572 | Finalized Slot: 9541 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9571 | ◎499.952145000
01:04:54 | Processed Slot: 9573 | Confirmed Slot: 9573 | Finalized Slot: 9542 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9572 | ◎499.952140000
01:04:55 | Processed Slot: 9573 | Confirmed Slot: 9573 | Finalized Slot: 9542 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9572 | ◎499.952140000
01:04:55 | Processed Slot: 9574 | Confirmed Slot: 9574 | Finalized Slot: 9543 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9573 | ◎499.952135000
01:04:55 | Processed Slot: 9574 | Confirmed Slot: 9574 | Finalized Slot: 9543 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9573 | ◎499.952135000
01:04:55 | Processed Slot: 9575 | Confirmed Slot: 9575 | Finalized Slot: 9544 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9574 | ◎499.952130000
01:04:56 | Processed Slot: 9576 | Confirmed Slot: 9576 | Finalized Slot: 9545 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9575 | ◎499.952125000
01:04:56 | Processed Slot: 9576 | Confirmed Slot: 9576 | Finalized Slot: 9545 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9575 | ◎499.952125000
01:04:56 | Processed Slot: 9577 | Confirmed Slot: 9577 | Finalized Slot: 9546 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9576 | ◎499.952120000
01:04:56 | Processed Slot: 9578 | Confirmed Slot: 9578 | Finalized Slot: 9547 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9577 | ◎499.952115000
01:04:57 | Processed Slot: 9578 | Confirmed Slot: 9578 | Finalized Slot: 9547 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9577 | ◎499.952115000
01:04:57 | Processed Slot: 9579 | Confirmed Slot: 9579 | Finalized Slot: 9548 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9578 | ◎499.952110000
01:04:57 | Processed Slot: 9579 | Confirmed Slot: 9579 | Finalized Slot: 9548 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9578 | ◎499.952110000
01:04:57 | Processed Slot: 9580 | Confirmed Slot: 9580 | Finalized Slot: 9549 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9579 | ◎499.952105000
01:04:58 | Processed Slot: 9581 | Confirmed Slot: 9581 | Finalized Slot: 9550 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9580 | ◎499.952100000
01:04:58 | Processed Slot: 9581 | Confirmed Slot: 9581 | Finalized Slot: 9550 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9580 | ◎499.952100000
01:04:58 | Processed Slot: 9582 | Confirmed Slot: 9582 | Finalized Slot: 9551 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9581 | ◎499.952095000
01:04:58 | Processed Slot: 9582 | Confirmed Slot: 9582 | Finalized Slot: 9551 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9581 | ◎499.952095000
01:04:59 | Processed Slot: 9583 | Confirmed Slot: 9583 | Finalized Slot: 9552 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9582 | ◎499.952090000
01:04:59 | Processed Slot: 9584 | Confirmed Slot: 9584 | Finalized Slot: 9553 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9583 | ◎499.952085000
01:04:59 | Processed Slot: 9584 | Confirmed Slot: 9584 | Finalized Slot: 9553 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9583 | ◎499.952085000
01:04:59 | Processed Slot: 9585 | Confirmed Slot: 9585 | Finalized Slot: 9554 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9584 | ◎499.952080000
01:05:00 | Processed Slot: 9586 | Confirmed Slot: 9586 | Finalized Slot: 9555 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9585 | ◎499.952075000
01:05:00 | Processed Slot: 9586 | Confirmed Slot: 9586 | Finalized Slot: 9555 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9585 | ◎499.952075000
01:05:00 | Processed Slot: 9587 | Confirmed Slot: 9587 | Finalized Slot: 9556 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9586 | ◎499.952070000
01:05:00 | Processed Slot: 9587 | Confirmed Slot: 9587 | Finalized Slot: 9556 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9586 | ◎499.952070000
01:05:01 | Processed Slot: 9588 | Confirmed Slot: 9588 | Finalized Slot: 9557 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9587 | ◎499.952065000
01:05:01 | Processed Slot: 9589 | Confirmed Slot: 9589 | Finalized Slot: 9558 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9588 | ◎499.952060000
01:05:01 | Processed Slot: 9589 | Confirmed Slot: 9589 | Finalized Slot: 9558 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9588 | ◎499.952060000
01:05:01 | Processed Slot: 9590 | Confirmed Slot: 9590 | Finalized Slot: 9559 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9589 | ◎499.952055000
01:05:02 | Processed Slot: 9591 | Confirmed Slot: 9590 | Finalized Slot: 9560 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9590 | ◎499.952055000
01:05:02 | Processed Slot: 9591 | Confirmed Slot: 9591 | Finalized Slot: 9560 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9590 | ◎499.952050000
01:05:02 | Processed Slot: 9592 | Confirmed Slot: 9592 | Finalized Slot: 9561 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9591 | ◎499.952045000
01:05:02 | Processed Slot: 9592 | Confirmed Slot: 9592 | Finalized Slot: 9561 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9591 | ◎499.952045000
01:05:03 | Processed Slot: 9593 | Confirmed Slot: 9593 | Finalized Slot: 9562 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9592 | ◎499.952040000
01:05:03 | Processed Slot: 9594 | Confirmed Slot: 9594 | Finalized Slot: 9563 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9593 | ◎499.952035000
01:05:03 | Processed Slot: 9594 | Confirmed Slot: 9594 | Finalized Slot: 9563 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9593 | ◎499.952035000
01:05:03 | Processed Slot: 9595 | Confirmed Slot: 9595 | Finalized Slot: 9564 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9594 | ◎499.952030000
01:05:04 | Processed Slot: 9595 | Confirmed Slot: 9595 | Finalized Slot: 9564 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9594 | ◎499.952030000
01:05:04 | Processed Slot: 9596 | Confirmed Slot: 9596 | Finalized Slot: 9565 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9595 | ◎499.952025000
01:05:04 | Processed Slot: 9597 | Confirmed Slot: 9597 | Finalized Slot: 9566 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9596 | ◎499.952020000
01:05:04 | Processed Slot: 9597 | Confirmed Slot: 9597 | Finalized Slot: 9566 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9596 | ◎499.952020000
01:05:05 | Processed Slot: 9598 | Confirmed Slot: 9598 | Finalized Slot: 9567 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9597 | ◎499.952015000
01:05:05 | Processed Slot: 9599 | Confirmed Slot: 9599 | Finalized Slot: 9568 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9598 | ◎499.952010000
01:05:05 | Processed Slot: 9599 | Confirmed Slot: 9599 | Finalized Slot: 9568 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9598 | ◎499.952010000
01:05:05 | Processed Slot: 9600 | Confirmed Slot: 9600 | Finalized Slot: 9569 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9599 | ◎499.952005000
01:05:06 | Processed Slot: 9600 | Confirmed Slot: 9600 | Finalized Slot: 9569 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9599 | ◎499.952005000
01:05:06 | Processed Slot: 9601 | Confirmed Slot: 9601 | Finalized Slot: 9570 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9600 | ◎499.952000000
01:05:06 | Processed Slot: 9602 | Confirmed Slot: 9602 | Finalized Slot: 9571 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9601 | ◎499.951995000
01:05:06 | Processed Slot: 9602 | Confirmed Slot: 9602 | Finalized Slot: 9571 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9601 | ◎499.951995000
01:05:07 | Processed Slot: 9603 | Confirmed Slot: 9603 | Finalized Slot: 9572 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9602 | ◎499.951990000
01:05:07 | Processed Slot: 9604 | Confirmed Slot: 9604 | Finalized Slot: 9573 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9603 | ◎499.951985000
01:05:07 | Processed Slot: 9604 | Confirmed Slot: 9604 | Finalized Slot: 9573 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9603 | ◎499.951985000
01:05:07 | Processed Slot: 9605 | Confirmed Slot: 9605 | Finalized Slot: 9574 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9604 | ◎499.951980000
01:05:08 | Processed Slot: 9605 | Confirmed Slot: 9605 | Finalized Slot: 9574 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9604 | ◎499.951980000
01:05:08 | Processed Slot: 9606 | Confirmed Slot: 9606 | Finalized Slot: 9575 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9605 | ◎499.951975000
01:05:08 | Processed Slot: 9607 | Confirmed Slot: 9607 | Finalized Slot: 9576 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9606 | ◎499.951970000
01:05:08 | Processed Slot: 9607 | Confirmed Slot: 9607 | Finalized Slot: 9576 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9606 | ◎499.951970000
01:05:09 | Processed Slot: 9608 | Confirmed Slot: 9608 | Finalized Slot: 9577 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9607 | ◎499.951965000
01:05:09 | Processed Slot: 9609 | Confirmed Slot: 9609 | Finalized Slot: 9578 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9608 | ◎499.951960000
01:05:09 | Processed Slot: 9609 | Confirmed Slot: 9609 | Finalized Slot: 9578 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9608 | ◎499.951960000
01:05:09 | Processed Slot: 9610 | Confirmed Slot: 9610 | Finalized Slot: 9579 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9609 | ◎499.951955000
01:05:10 | Processed Slot: 9610 | Confirmed Slot: 9610 | Finalized Slot: 9579 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9609 | ◎499.951955000
01:05:10 | Processed Slot: 9611 | Confirmed Slot: 9611 | Finalized Slot: 9580 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9610 | ◎499.951950000
01:05:10 | Processed Slot: 9612 | Confirmed Slot: 9612 | Finalized Slot: 9581 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9611 | ◎499.951945000
01:05:10 | Processed Slot: 9612 | Confirmed Slot: 9612 | Finalized Slot: 9581 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9611 | ◎499.951945000
01:05:11 | Processed Slot: 9613 | Confirmed Slot: 9613 | Finalized Slot: 9582 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9612 | ◎499.951940000
01:05:11 | Processed Slot: 9614 | Confirmed Slot: 9613 | Finalized Slot: 9583 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9613 | ◎499.951940000
01:05:11 | Processed Slot: 9614 | Confirmed Slot: 9614 | Finalized Slot: 9583 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9613 | ◎499.951935000
01:05:11 | Processed Slot: 9615 | Confirmed Slot: 9615 | Finalized Slot: 9584 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9614 | ◎499.951930000
01:05:12 | Processed Slot: 9615 | Confirmed Slot: 9615 | Finalized Slot: 9584 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9614 | ◎499.951930000
01:05:12 | Processed Slot: 9616 | Confirmed Slot: 9616 | Finalized Slot: 9585 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9615 | ◎499.951925000
01:05:12 | Processed Slot: 9617 | Confirmed Slot: 9617 | Finalized Slot: 9586 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9616 | ◎499.951920000
01:05:12 | Processed Slot: 9617 | Confirmed Slot: 9617 | Finalized Slot: 9586 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9616 | ◎499.951920000
01:05:13 | Processed Slot: 9618 | Confirmed Slot: 9618 | Finalized Slot: 9587 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9617 | ◎499.951915000
01:05:13 | Processed Slot: 9618 | Confirmed Slot: 9618 | Finalized Slot: 9587 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9617 | ◎499.951915000
01:05:13 | Processed Slot: 9619 | Confirmed Slot: 9619 | Finalized Slot: 9588 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9618 | ◎499.951910000
01:05:13 | Processed Slot: 9620 | Confirmed Slot: 9620 | Finalized Slot: 9589 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9619 | ◎499.951905000
01:05:14 | Processed Slot: 9620 | Confirmed Slot: 9620 | Finalized Slot: 9589 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9619 | ◎499.951905000
01:05:14 | Processed Slot: 9621 | Confirmed Slot: 9621 | Finalized Slot: 9590 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9620 | ◎499.951900000
01:05:14 | Processed Slot: 9622 | Confirmed Slot: 9622 | Finalized Slot: 9591 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9621 | ◎499.951895000
01:05:14 | Processed Slot: 9622 | Confirmed Slot: 9622 | Finalized Slot: 9591 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9621 | ◎499.951895000
01:05:15 | Processed Slot: 9623 | Confirmed Slot: 9623 | Finalized Slot: 9592 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9622 | ◎499.951890000
01:05:15 | Processed Slot: 9623 | Confirmed Slot: 9623 | Finalized Slot: 9592 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9622 | ◎499.951890000
01:05:15 | Processed Slot: 9624 | Confirmed Slot: 9624 | Finalized Slot: 9593 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9623 | ◎499.951885000
01:05:15 | Processed Slot: 9625 | Confirmed Slot: 9625 | Finalized Slot: 9594 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9624 | ◎499.951880000
01:05:16 | Processed Slot: 9625 | Confirmed Slot: 9625 | Finalized Slot: 9594 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9624 | ◎499.951880000
01:05:16 | Processed Slot: 9626 | Confirmed Slot: 9626 | Finalized Slot: 9595 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9625 | ◎499.951875000
01:05:16 | Processed Slot: 9627 | Confirmed Slot: 9627 | Finalized Slot: 9596 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9626 | ◎499.951870000
01:05:17 | Processed Slot: 9627 | Confirmed Slot: 9627 | Finalized Slot: 9596 | Full Snapshot Slot: 9500 | Incremental Snapshot Slot: - | Transactions: 9626 | ◎499.951870000
